,Unnamed: 0,name,details,ingredients,price,best-seller,Step
34,132,innisfree - Jeju Orchid Eye Cream,"Product Type: Eye Cream


Product Unit: 30g


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","WATER, BUTYLENE GLYCOL, GLYCERIN, SQUALANE, CETYL ETHYLHEXANOATE, LIMNANTHES ALBA (MEADOWFOAM) SEED OIL, ARBUTIN, COPERNICIA CERIFERA (CARNAUBA) WAX, CYCLOPENTASILOXANE, BUTYROSPERMUM PARKII (SHEA) BUTTER, GLYCERYL STEARATE, CYCLOHEXASILOXANE, ORCHID EXTRACT, CAFFEINE, CAMELLIA SINENSIS LEAF EXTRACT, CAMELLIA JAPONICA LEAF EXTRACT, OPUNTIA COCCINELLIFERA FRUIT EXTRACT, CITRUS UNSHIU PEEL EXTRACT, ADENOSINE, C12-20 ALKYL GLUCOSIDE, C14-22 ALCOHOLS, GLYCERYL CAPRYLATE, LAURIC ACID, MYRISTIC ACID, BEHENYL ALCOHOL, CETEARYL ALCOHOL, STEARIC ACID, ARACHIDYL GLUCOSIDE, ARACHIDYL ALCOHOL, XANTHAN GUM, PALMITIC ACID, POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE, POLYSORBATE 20, POLYACRYLATE-13, POLYISOBUTENE, PROPANEDIOL, PEG-100 STEARATE, HYDROGENATED LECITHIN, DISODIUM EDTA, FRAGRANCE",,no,eyecream
35,134,eKeL - Collagen Eye Cream - 70ml,"Product Type: Eye Cream


Product Unit: 70ml


Skin Concern: Anti-aging/ Wrinkles


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
36,139,CosmetexRoland - Eye Treatment Cream N - Dark Circle Removal - 20g,"Skin Concern: Dark Circles


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
37,141,Dr. Jart+ - Vital Hydra Solution Biome Eye Cream - 20ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
38,145,3W Clinic - Snail Eye Cream Anti Wrinkle - 40ml (Tube Type),"Product Type: Eye Cream


Product Unit: 40ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
39,146,It's Skin - Collagen Nutrition Eye Cream - 25ml,"Product Type: Eye Cream


Product Unit: 25ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
40,154,"Dear, Klairs - Fundamental Eye Awakening Gel - 35ml","Cruelty Free: Yes


Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,31.29€,Vegan,eyecream
41,155,innisfree - Green Tea Seed Eye Cream,"Product Type: Eye Cream


Product Unit: 30ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Hydroxypropyl Starch Phosphate, Dextrin, Panthenol, Silica, Theobroma Cacao (Cocoa) Extract, 100 ppm), Glycerin, Cetyl Ethylhexanoate, Camellia Sinensis Seed Oil (2, Camellia Sinensis Leaf Extract (62.78%), Palmitic Acid, Propanediol, Arachidyl Alcohol, Fragrance, Myristic Acid, C12-20 Alkyl Glucoside, Behenyl Alcohol, Glyceryl Stearate, Ethylhexylglycerin, Hydrogenated Poly(C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Arachidyl Glucoside, Stearic Acid, C14-22 Alcohols, Glyceryl Caprylate, Lauric Acid, Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate, Butylene Glycol, 1,2-Hexanediol, Disodium EDTA, Caprylic/Capric Triglyceride, Methyl Trimethicone, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/VP Copolymer",,no,eyecream
42,158,Sulwhasoo - Concentrated Ginseng Renewing Eye Cream EX - 20ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
43,160,esfolio - Super Rich Coconut Eye Cream - 40ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, Glycerin, Squalane, Coconut Oil, Betaine, Cetearyl Alcohol, Cyclomethicone, Cetearyl Olivate, Sorbitan Olivate, Pentaerythrityl Tetraethylhexanoate, Butylene Glycol, Panthenol, Caprylic/ Capric Triglyceride, Portulaca Oleracea Extract, Hippophae Rhamnoides Extract, Papaya Fruit Extract, Witch Hazel Leaf Extract, Stearic Acid, Glyceryl Stearate, Peg-100 Stearate, Polyisobutene, Tocopheryl Acetate, Urea, Bis-Peg-18 Methyl Ether Dimethyl Silane, Hydrogenated Lecithin, Chlorphenesin, Polysorbate 60, Arginine, Sorbitan Stearate, Ceramide 3, Polyacrylate-13, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Polysorbate 20, Acetyl Hexapeptide8, Carbomer, Sorbitan Isostearate, Xanthan Gum, Ethylhexylglycerin, Fragrance, Adenosine, Disodium EDTA",,no,eyecream
44,164,Goodal - Green Tangerine Vita C Dark Circle Eye Cream - 30ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
45,165,Atomy - The Fame Eye Cream - 40ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
46,167,3W Clinic - Snail Mucus Anti Wrinkle Eye Cream - 30ml,"Product Unit: 30ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
47,168,eKeL - Hyaluronic Intensive Eye Cream -40ml,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
48,170,THE FACE SHOP - Calendula Essential Moisture Eye Cream,"Product Type: Eye Cream


Skin Concern: Dark Circles, Dryness/ Hydration","Water/Eau, Calendula Officinalis Flower Extract, Cappylic/ Capric Triglyceride, Cetearyl Alcohol, Glycerin, Stearic Acid, Ceteareth-20, Panthenol, Tri-C14-15 Alkyl Citrate, PEG/PPG-17/6 Copolymer, Dimethicone, 1,2-Hexanediol, Glyceryl Stearate, Centaurea Cyanus Flower extract, Borago Officinalis Extract, Anthemis Nobilis Flower extract, Lilium Candidum Flower extract, Aspalathus Linearis extract, Salivia Officinals (Sage) leaf extract, Cappylic/ Capric Triglyceride, Ammonium Acryloyldimethytaurate/ VP Copolymer, Hydroyethyl Acrylate/ Sodium Acryloylimethyl Taurate Copolymer, Phenoxyethanol Squalane, Citrus Paradisi (Grapefruit) Fruit Extract, Parfum/ Fragrance, Disodium EDTA, Diethylhexyl Syringylidenemal Onate, Polysorbate 60, Butylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Ethylhexylglycerin, Beta-Carotene, Daucus Carota Sativa (Carrot) Seed Oil, Daucus Carota Sativa (Carrot) root extract",,no,eyecream
49,171,The Face Shop - Yehwadam Hwansaenggo Ultimate Rejuvenating Eye Cream,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Whitening


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
50,172,LANEIGE - Water Bank Eye Gel EX,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive","WATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, CYCLOPENTASILOXANE, CYCLOHEXASILOXANE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, POLYACRYLATE-13, HYDROGENATED VEGETABLE OIL, PENTAERYTHRITYL TETRAETHYLHEXANOATE, PCA DIMETHICONE, GLYCERYL STEARATE, PEG-100 STEARATE, POLYISOBUTENE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TROMETHAMINE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, SORBITAN ISOSTEARATE, DIMETHICONE CROSSPOLYMER, DIMETHICONOL, DISODIUM EDTA, FRAGRANCE / PARFUM, PHENYL TRIMETHICONE, DIMETHICONE, ETHYLHEXYLGLYCERIN, POLYSORBATE 20, POLYSORBATE 60, 1,2-HEXANEDIOL, CHENOPODIUM QUINOA SEED EXTRACT, MAGNESIUM SULFATE, CALCIUM CHLORIDE, PHENOXYETHANOL, VACCINIUM MYRTILLUS FRUIT EXTRACT, SACCHARUM OFFICINARUM (SUGARCANE) EXTRACT / EXTRAIT DE CANNE À SUCRE, MANGANESE SULFATE, CITRUS LIMON (LEMON) FRUIT EXTRACT, CITRUS AURANTIUM DULCIS (ORANGE) FRUIT EXTRACT, ZINC SULFATE, ACER SACCHARUM (SUGAR MAPLE) EXTRACT, TOCOPHEROL, ASCORBYL GLUCOSIDE",,no,eyecream
51,175,Belif - Moisturizing Eye Bomb,"Product Type: Eye Cream


Product Unit: 25ml


Skin Concern: Anti-aging/ Wrinkles, Dark Circles",,,no,eyecream
52,176,The Face Shop - Yehwadam Heaven Grade Ginseng Rejuvenating Eye Cream,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Sun Damage


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
53,180,A.H.C - Ageless Real Eye Cream For Face - 12ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
54,181,3W Clinic - Collagen Lifting Eye Cream - 35ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
55,183,TONYMOLY - The Chok Chok Green Tea Eye Cream - 30ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily","Camellia Sinensis Leaf Extract Water Glycerin Cyclomethicone Polymethylsilsesquioxane Niacinamide Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone Cyclohexasiloxane Diphenylsiloxy Phenyl Trimethicone Sodium Chloride Vinyl Dimethicone Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer Caprylyl Glycol Citrus Limon (Lemon) Seed Oil Aniba Rosodora (Rosewood) Wood Oil Ethylhexylglycerin Adenosine Disodium EDTA 1,2-Hexanediol",,no,eyecream
56,184,innisfree - Perfect 9 Repair Eye Cream EX (2019) - 30ml,"Product Type: Eye Cream


Skin Concern: Acne, Anti-aging/ Wrinkles, Dryness/ Hydration, Irritation/ Calming, Sun Damage, Whitening


Skin Type: Combination, Dry, Normal, Oily","WATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, HYDROGENATED POLYISOBUTENE, PENTAERYTHRITYL TETRAETHYLHEXANOATE, CETEARYL ALCOHOL, NIACINAMIDE, CYCLOPENTASILOXANE, DIMETHICONE, GLYCERYL STEARATE, CYCLOHEXASILOXANE, SQUALANE, POLYMETHYL METHACRYLATE, CETYL ETHYLHEXANOATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, 1,2-HEXANEDIOL, STEARIC ACID, PEG-100 STEARATE, COPERNICIA CERIFERA (CARNAUBA) WAX / COPERNICIA CERIFERA CERA / CIRE DE CARNAUBA, PENTAERYTHRITYL DISTEARATE, PALMITIC ACID, POLYACRYLATE-13, CAPRYLIC/CAPRIC TRIGLYCERIDE, BEHENYL ALCOHOL, CAFFEINE, CETEARYL GLUCOSIDE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, POLYGLYCERYL-10 PENTASTEARATE, POLYISOBUTENE, FRAGRANCE / PARFUM, PROPANEDIOL, GLYCERYL CAPRYLATE, SODIUM STEAROYL LACTYLATE, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, ADENOSINE, POLYSORBATE 20, SORBITAN ISOSTEARATE, HYDROGENATED LECITHIN, DEXTRIN, THEOBROMA CACAO (COCOA) EXTRACT, BETA-GLUCAN, CAPRYLYL GLYCOL, ARTEMISIA VULGARIS EXTRACT, HOUTTUYNIA CORDATA EXTRACT, RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT, PRUNELLA VULGARIS LEAF EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, ZANTHOXYLUM PIPERITUM FRUIT EXTRACT, TARAXACUM OFFICINALE (DANDELION) RHIZOME/ROOT EXTRACT, GANODERMA LUCIDUM (MUSHROOM) EXTRACT, GLUCOSE, MYRISTIC ACID, ARACHIDIC ACID, TOCOPHEROL, SPARASSIS CRISPA EXTRACT",,no,eyecream
57,186,It's Skin - Hyaluronic Acid Moisture Eye Cream,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water, Sodium Hyaluronate, Glycerin, Butylene Glycol, Coptis Japonica Root Extract, Cyclopentasiloxane, Dimethicone, Peg/ppg-18/4 Copolymer, Peg-32, Portulaca Oleracea Extract, Triethanolamine, Carbomer, Malpighia Emarginata (Acerola) Fruit Extract, Peg-11 Methyl Ether Dimethicone, Peg-40 Hydrogenated Castor Oil, Ppg-26-buteth-26, Vaccinium Angustifolium (Blueberry) Fruit Extract, Ethyl Hexanediol, Polyacrylate-13, Polyisobutene, Glyceryl Caprylate, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Porphyra Yezoensis Extract, Xanthan Gum, Fragrance, Polysorbate 20, Disodium Edta, Hibiscus Sabdariffa Flower Extract",,no,eyecream
58,192,O HUI - Prime Advancer Eye Cream - 25ml,"Product Type: Eye Cream


Product Unit: 25ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
59,194,The Face Shop - Pomegranate & Collagen Volume Lifting Eye Cream,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","WATER/EAU•GLYCERIN•CAPRYLIC/CAPRIC TRIGLYCERIDE•CYCLOPENTASILOXANE•TREHALOSE•CETEARYL ALCOHOL•PENTAERYTHRITYL TETRAETHYLHEXANOATE•1,2-HEXANEDIOL•PEG-75•DIMETHICONE•CAPRYLIC/CAPRIC GLYCERIDES•PUNICA GRANATUM FRUIT EXTRACT•HYDROLYZED COLLAGEN•CETEARYL OLIVATE•SORBITAN STEARATE•SORBITAN OLIVATE•STEARIC ACID•PEG-100 STEARATE•GLYCERYL STEARATE•PANTHENOL•MACADAMIA TERNIFOLIA SEED OIL•CARBOMER•XANTHAN GUM•
HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL•DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT•DAUCUS CAROTA SATIVA (CARROT) SEED OIL•BETA-CAROTENE•DIETHYLHEXYL SYRINGYLIDENEMALONATE•ADENOSINE•POTASSIUM HYDROXIDE•DISODIUM EDTA•IRON OXIDES (CI 77491)•PARFUM/FRAGRANCE",,no,eyecream
60,195,Lirikos - Iced Time Eye Cream - 30ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
61,197,Fancl - Resteye Gel - 8g,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, Cyclopentasiloxane, Butylene Glycol, Glycerin, Triethylhexanoin, Vinyl Dimethicone/Lauryl Dimethicone Crosspolymer, Macadamia Ternifolia Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Pentylene Glycol, Citrulline, Aloe Barbadensis Leaf Extract, Sphingolipids, Arginine, Lathyrus Odoratus Flower Extract, Malva Sylvestris (Mallow) Flower Extract, Succinoyl Atelocollagen, Sodium Hyaluronate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Squalane, Phytosteryl Isostearate, Hydrogenated Lecithin, Glycine Soja (Soybean) Sterols, Peg-75, Xanthan Gum, Sucrose Polylaurate, Sorbitan Isostearate, Polysorbate 60, Tocopherol, Potassium Phosphate, Disodium Phosphate",,no,eyecream
62,199,Wonjin - Medi Hydro Vial Eye Cream - 30ml,"Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily, Sensitive","Water, Glycerin, Hydroxyethyl Urea, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Beeswax, Cetyl Alcohol, Cyclopentasiloxane, Cetearyl Olivate, Polyglyceryl-3 Methylglucose Distearate, Methylpropanediol, Sorbitan Olivate, Cyclohexasiloxane, Glyceryl Caprylate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Xanthan Gum, Trehalose, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Leucojum Aestivum Bulb Extract, Butylene Glycol, 1,2-Hexanediol, Hydroxyacetophenone, Dimethicone/Vinyl Dimethicone Crosspolymer, Ethylhexylglycerin, Adenosine,Citrus Aurantium Dulcis (Orange) Oil, Olea Europaea (Olive) Fruit Oil, Citrus Limon (Lemon) Peel Oil, Lavandula Hybrida Oil, Pelargonium Graveolens Flower Oil, Cananga Odorata Flower Oil, Disodium EDTA",,no,eyecream
63,200,Shiseido - BENEFIANCE Wrinkle Smoothing Eye Cream - 15ml,"Product Type: Eye Cream


Product Unit: 15ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",WATER(AQUA/EAU)･HYDROGENATED POLYDECENE･GLYCERIN･MINERAL OIL(PARAFFINUM LIQUIDUM/HUILE MINERALE)･PETROLATUM･BUTYLENE GLYCOL･PARAFFIN･POLYGLYCERYL-2 DIISOSTEARATE･SQUALANE･GLYCERYL OLEATE･SODIUM PCA･GLUTAMIC ACID･DIPROPYLENE GLYCOL･CARNOSINE･BEESWAX(CERA ALBA/CIRE D'ABEILLE)･MICROCRYSTALLINE WAX(CERA MICROCRISTALLINA/CIRE MICROCRISTALLINE)･SODIUM HYDROXIDE･ALCOHOL･POLYETHYLENE･METHYLPARABEN･TOCOPHERYL ACETATE･ETHYLPARABEN･PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE･FRAGRANCE (PARFUM)･TRISODIUM EDTA･TOCOPHEROL･SODIUM METABISULFITE･CAFFEINE･IRON OXIDES (CI 77492)･PEG/PPG-14/7 DIMETHYL ETHER･PPG-3 DIPIVALATE･LINALOOL･LIMONENE･SAPINDUS MUKOROSSI PEEL EXTRACT･CITRONELLOL･UNCARIA GAMBIR EXTRACT･GERANIOL･ANGELICA KEISKEI LEAF/STEM EXTRACT･ALPHA-ISOMETHYL IONONE･SANGUISORBA OFFICINALIS ROOT EXTRACT･CRATAEGUS MONOGYNA FLOWER EXTRACT･CAMELLIA SINENSIS LEAF EXTRACT･SODIUM ACETYLATED HYALURONATE･HYDROXYPROLINE･IRON OXIDES (CI 77491)･CITRUS JUNOS SEED EXTRACT･CINNAMOMUM CASSIA BARK EXTRACT･ZIZIPHUS JUJUBA FRUIT EXTRACT･CHLORELLA VULGARIS EXTRACT･EUCHEUMA SERRA/GRATELOUPIA SPARSA/SACCHARINA ANGUSTATA/ULVA LINZA/UNDARIA PINNATIFIDA EXTRACT･CARBOMER･SODIUM LACTATE･BHT･CURCUMA LONGA (TURMERIC) RHIZOME EXTRACT･POLYSORBATE 20･SACCHARINA ANGUSTATA/UNDARIA PINNATIFIDA EXTRACT･PALMITOYL TRIPEPTIDE-1･PALMITOYL TETRAPEPTIDE-7･,,no,eyecream
64,201,Sulwhasoo - Essential Rejuvenating Eye Cream EX - 25ml,"Product Type: Eye Cream


Product Unit: 25ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
65,202,O HUI - Age Recovery Eye Cream For All ,"Product Type: Eye Cream


Product Unit: 50ml


Skin Concern: Anti-aging/ Wrinkles, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
66,205,Etude House - Real Propolis Enriched Eye Cream - 50ml,"Product Type: Eye Cream


Skin Concern: Dark Circles, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily","Propolis extract (40%), purified water, butylene glycol, squalane, behenyl alcohol, niacinamide, methylgluces-20, cetearylolibate, 1,2-hexanediol, arachidyl alcohol, dipenta Erythritylhexa C5-9 acid ester, vinyldimethicone, propanediol, sorbitanolibate, glycerin, glyceryl stearate, arachidyl glucoside, sodium polyacryloyldimethyltaurate, hydroxyethylacrylate/sodium Acryloyldimethyltaurate copolymer, hydrogenated polydecene, purslane extract, sodium polyacrylate, ethylhexyl glycerin, adenosine, trideces-10, caprylic/capric triglyceride, disodium iditi A, yellow lotus root extract, sorbitan isostearate, glyceryl acrylate/acrylic acid copolymer, sodium hyaluronate, hydrolyzed hyaluronic acid, hyaluronic acid, cacao seed extract, glucose, Hydrogenated lecithin, dextrin, sodium ascorbyl phosphate, shea butter, resolecithin, phosphatidylcholine, centella extract, allantoin, phenethyl alcohol, ceramide NP, honey extract, glycine, maltodextrin, hydrolyzed royal jelly protein, serine, Glutamic Acid, Alanine, Lysine, Arginine, Proline, Threonine",,no,eyecream
67,206,A'PIEU - Lactobacillus Moisturizing Eye Cream - 17ml,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily, Sensitive",,,no,eyecream
68,207,JAYJUN - Hyaluronic Acid Hydrating Eye Cream - 25ml,"Product Type: Eye Cream


Skin Concern: Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
69,210,BEYOND - Phyto Moisture Eye Cream,"Cruelty Free: Yes


Product Type: Eye Cream


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","Water, hordeum vulgare extract*, glycerin, caprylic/capric triglyceride, dipropylene glycol, aqualane, 1,2-hexanediol, glyceryl stearate, sasa quelpaertensis extract*, butyrospermum parkii (shea) butter, niacinamide, cetearyl alcohol, polyglyceryl-3 methylglucose distearate, c14-22 alcohols, aloe barbadensis leaf extract*, dimethicone, panthenol, perfluorononylethyl stearyl dimethicone, phytostearyl/isostearyl/cetyl/stearyl/behenyl dimer dilinoleate, hordeum vulgare seed extract*, trichosanthes kirilowii root extract*, sagassum fulvellum extract*, myristica fragrans (nutmeg) extract, camellia japonica seed oil*, oryza sativa (rice) bran oil*, azadirachta indica leaf extract, artemisia annua extract, camellia sinensis leaf extract, setria italica seed extract*, olea europaea (olive) fruit oil, macadamia ternifolia seed oil, phytosqualane, ceramide np, sodium hyaluronate, cholesterol, olea europaea (olive) oil unsaponifiables, hydrogenated oilive oil, hydrogenated lecithin, adenosine, triethylhexanoin, arachidyl glucoside, c12-20 alkyl glucoside, peg-100 stearate, sorbitan stearate, stearic acid, tocopheryl acetate, carbomer, ammonium acryloydimethyltaurate/vp copolymer, acrylates/c10-30 alkyl acrylate crosspolymer, silica, trisodium edta, tromethamine, fragrance.",21.99€,Cruelty Free,eyecream
70,211,Jant Blanc - Snail Mucus Hydra Nourishing Eye Cream - 50g,"Product Type: Eye Cream


Skin Concern: Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
71,213,IASO - Progressive Age Care Eye Cream - 30ml,"Product Type: Eye Cream


Product Unit: 30ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
72,215,"Dear, Klairs - Fundamental Nourishing Eye Butter - 20g","Cruelty Free: Yes


Product Type: Eye Cream


Skin Concern: Dryness/ Hydration, Dullness / Radiance


Skin Type: Combination, Dry, Normal, Oily","Purified water, glycerin, stearic acid, 1,2-hexanediol, sunflower seed oil, betaine, caffeine, red bean extract, mugwort leaf extract, green tea extract, quince extract, chrysanthemum indicum extract, broiler bark extract, True coral horse extract, turmeric root extract, persimmon tree leaf extract, Indian mulberry tree leaf extract, Indian mulberry tree leaf extract, holy basil leaf extract, acetylhexapeptide-8, copper tripeptide-1, oligopeptide-29, oligo Peptide-32, panthenol, pantolactone, hydrogenated lecithin, hydroxyethyl acrylate/zodium acryloyldimethyl taurate copolymer, sodium hyaluronate, glyceryl stearate, sorbitan isostearate, Cetearyl alcohol, propanediol, arachidic acid, oleic acid, palmitic acid, caprylyl/caprylglucoside. Ethylhexyl glycerin",38.99€,Cruelty Free,eyecream
73,222,Shiseido - BIO-PERFORMANCE LiftDynamic Eye Treatment - 15ml,"Product Type: Eye Cream


Product Unit: 15ml


Skin Concern: Anti-aging/ Wrinkles, Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily","WATER(AQUA/EAU), PENTAERYTHRITYL TETRAETHYLHEXANOATE, HYDROGENATED POLYDECENE, DIMETHICONE, BUTYLENE GLYCOL, GLYCERIN, DIPROPYLENE GLYCOL, BEHENYL ALCOHOL, PEG/PPG-14/7 DIMETHYL ETHER, PETROLATUM, HYDROGENATED POLYISOBUTENE, STEARYL ALCOHOL, DIMETHICONE CROSSPOLYMER, HYDROGENATED PALM OIL, BEHENETH-20, PHENOXYETHANOL, MYRISTYL MYRISTATE, POLYVINYL ALCOHOL, TOCOPHERYL ACETATE, ELAEIS GUINEENSIS (PALM) KERNEL OIL, ELAEIS GUINEENSIS (PALM) OIL, DIMETHYLACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE CROSSPOLYMER, DISODIUM EDTA, CAFFEINE, SODIUM CITRATE, RETINYL ACETATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, FRAGRANCE (PARFUM), BHT, SODIUM METABISULFITE, LIMONENE, CITRIC ACID, SODIUM METAPHOSPHATE, INOSITOL, HEXYL CINNAMAL, BENZYL BENZOATE, BUTYLPHENYL METHYLPROPIONAL, ALCOHOL, LINALOOL, SACCHAROMYCES FERMENT LYSATE FILTRATE, SODIUM ACETYLATED HYALURONATE, IRON OXIDES (CI 77492), ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT (ROSMARINUS OFFICINALIS LEAF EXTRACT), ALPHA-ISOMETHYL IONONE, THYMUS SERPILLUM EXTRACT, CITRONELLOL, GERANIOL, TOCOPHEROL, IRON OXIDES (CI 77491), PANAX GINSENG ROOT EXTRACT, BUPLEURUM FALCATUM ROOT EXTRACT",,no,eyecream
74,225,NATURE REPUBLIC - Snail Solution Eye Cream - 30ml,"Product Type: Eye Cream


Product Unit: 30ml


Skin Concern: Anti-aging/ Wrinkles, Dryness/ Hydration, Dullness / Radiance, Irritation/ Calming


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
75,235,BRTC - V10 Bright Eye Vitalizer Cream ,"Product Type: Eye Cream


Skin Concern: Dark Circles, Dryness/ Hydration


Skin Type: Combination, Dry, Normal, Oily",,,no,eyecream
